City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,champerico,14.3,-91.9167,30.3,77,92,2.01,GT,1722293063
367,buala,-8.145,159.5921,26.7,84,85,3.87,SB,1722293064
368,sainte-agathe-des-monts,46.0501,-74.2825,24.12,70,47,2.06,CA,1722292912
369,placido de castro,-10.3353,-67.1856,27.9,29,5,1.29,BR,1722293066
370,ribeira do pombal,-10.8344,-38.5358,21.52,82,4,3.95,BR,1722293067
371,umluj,25.0213,37.2685,30.89,58,100,1.08,SA,1722293070
372,howrah,22.5892,88.3103,27.0,100,100,4.63,IN,1722293072
373,tucuma,-0.1833,-50.05,26.54,78,24,4.71,BR,1722292865
374,ocean shores,46.9737,-124.1563,17.75,98,100,4.63,US,1722293074
375,mersa matruh,31.3525,27.2453,27.11,74,0,2.06,EG,1722293076
376,ivdel',60.6911,60.4206,11.25,96,56,0.93,RU,1722293077
377,spirovo,57.419,34.9766,14.29,98,100,2.34,RU,1722293078
378,galliano,29.4422,-90.2992,33.0,58,40,3.09,US,1722292921
379,mangrol,21.1167,70.1167,27.38,88,100,5.38,IN,1722293080
380,greymouth,-42.4667,171.2,8.7,88,100,4.5,NZ,1722293081
381,annau,37.8876,58.516,22.72,73,75,5.14,TM,1722293082
382,torres,-29.3353,-49.7269,13.81,84,100,4.76,BR,1722293084
383,nizhneudinsk,54.9076,99.0276,19.37,89,100,1.18,RU,1722292914
384,siler city,35.7235,-79.4622,24.02,97,100,3.09,US,1722293086
385,genoa,44.4129,8.9573,28.97,76,0,2.24,IT,1722293087
386,hakui,36.8833,136.7833,27.92,94,91,4.31,JP,1722293088
387,vilyuysk,63.7553,121.6247,13.15,61,7,5.39,RU,1722293089
388,key west,24.5557,-81.7826,31.11,66,0,2.06,US,1722292903
389,kibre mengist,5.8833,38.9833,14.84,91,100,1.01,ET,1722293092
390,phan rang-thap cham,11.5667,108.9833,25.52,75,100,1.36,VN,1722293093
391,dalai,45.5,124.3,25.67,65,90,2.17,CN,1722293094
392,lucapa,-8.4192,20.7447,20.08,16,2,0.61,AO,1722293095
393,boguchany,58.3814,97.4531,19.57,82,57,1.06,RU,1722293096
394,taltal,-25.4,-70.4833,15.67,74,47,1.74,CL,1722292820
395,lashio,22.9333,97.75,20.77,100,100,1.16,MM,1722293098
396,anshing,20.0333,77.3167,23.03,94,91,3.76,IN,1722293100
397,casper,42.8666,-106.3131,33.25,10,0,7.2,US,1722292982
398,priargunsk,50.3691,119.1012,20.17,82,82,2.87,RU,1722293102
399,cromer,52.9312,1.2989,18.15,82,17,3.51,GB,1722293103
400,fale old settlement,-9.3852,-171.2468,27.06,72,100,10.07,TK,1722293104
401,margate,51.3813,1.3862,20.17,84,0,2.92,GB,1722292815
402,port augusta,-32.5,137.7667,8.6,52,85,1.6,AU,1722293107
403,sinan,34.8262,126.1086,28.06,96,0,4.22,KR,1722293108
404,aalsmeer,52.2641,4.7653,20.59,78,0,2.06,NL,1722293109
405,bekovo,52.4663,43.712,13.06,71,6,1.92,RU,1722293110
406,staraya russa,57.9944,31.3608,14.63,98,12,3.01,RU,1722293111
407,loralai,30.3705,68.598,27.58,62,100,1.08,PK,1722293112
408,cedar falls,42.5278,-92.4455,30.86,70,40,2.57,US,1722293113
409,saint-philippe,-21.3585,55.7679,19.77,78,14,1.88,RE,1722293115
410,biankouma,7.7391,-7.6138,21.1,96,100,1.81,CI,1722293116
411,ciudad del maiz,22.4,-99.6,24.67,59,98,3.89,MX,1722293117
412,berezovyy,51.6667,135.7,16.98,69,0,1.04,RU,1722293118
413,sisimiut,66.9395,-53.6735,4.32,96,100,2.55,GL,1722293064
414,planaltina,-15.4528,-47.6142,21.44,37,1,1.58,BR,1722293120
415,colares,38.7992,-9.4469,26.29,59,3,4.76,PT,1722293121
416,ulundi,-28.3352,31.4162,10.68,93,66,1.56,ZA,1722293122
417,choibalsan,48.0667,114.5,21.36,78,54,3.81,MN,1722293124
418,constitucion,-35.3333,-72.4167,10.55,66,99,4.2,CL,1722293125
419,guane,22.2025,-84.0875,31.05,56,46,3.18,CU,1722293126
420,poyang,28.9924,116.6675,27.51,87,3,2.53,CN,1722293127
421,fisterra,42.9049,-9.2629,19.3,85,43,5.2,ES,1722293128
422,kirakira,-10.4544,161.9205,28.54,64,38,5.72,SB,1722293129
423,poronaysk,49.2167,143.1167,17.11,85,64,2.85,RU,1722293130
424,ouanaminthe,19.55,-71.7333,29.71,65,100,2.49,HT,1722293132
425,cooper's town,26.8667,-77.5167,28.82,71,97,2.9,BS,1722293133
426,karratha,-20.7377,116.8463,18.12,26,4,3.7,AU,1722293134
427,nuuk,64.1835,-51.7216,5.34,100,100,14.4,GL,1722292844
428,am timan,11.0297,20.2827,23.85,89,83,2.6,TD,1722293136
429,bom jesus,-9.0744,-44.3586,26.51,37,9,2.57,BR,1722293137
430,kolwezi,-10.7148,25.4667,15.94,22,6,1.44,CD,1722293138
431,zhytkavichy,52.2168,27.8561,15.18,95,100,7.45,BY,1722293140
432,guaruja,-23.9931,-46.2564,18.83,26,36,4.62,BR,1722293019
433,mao,39.8885,4.2658,26.31,69,0,2.57,ES,1722292996
434,qamdo,31.1667,97.2333,2.69,83,1,1.94,CN,1722293144
435,marsabit,2.3284,37.9899,19.14,69,98,7.23,KE,1722293145
436,ajasse ipo,8.2333,4.8167,24.58,96,97,2.94,NG,1722293147
437,gardnerville ranchos,38.8882,-119.7413,31.22,16,0,6.69,US,1722293148
438,cabo san lucas,22.8909,-109.9124,35.34,46,20,6.17,MX,1722293149
439,severo-yeniseyskiy,60.3725,93.0408,18.4,76,100,1.16,RU,1722293150
440,adrar,20.5022,-10.0711,36.52,15,1,6.28,MR,1722293151
441,kuta,-8.7233,115.1723,25.97,94,40,3.09,ID,1722293152
442,ermelo,-26.5333,29.9833,4.16,22,0,2.24,ZA,1722293153
443,berberati,4.2612,15.7922,20.15,97,98,1.39,CF,1722293155
444,goroka,-6.0834,145.3873,19.26,85,99,0.5,PG,1722293157
445,kapa'a,22.0752,-159.319,28.18,68,0,5.66,US,1722293158
446,nabire,-3.3667,135.4833,25.36,89,63,1.3,ID,1722293159
447,atafu village,-8.5421,-172.5159,27.43,74,100,9.73,TK,1722293160
448,san julian,21.0167,-102.1667,22.64,62,91,3.51,MX,1722293162
449,fomboni,-12.28,43.7425,25.08,62,61,4.0,KM,1722293163
450,cerro largo,-28.1486,-54.7381,11.28,83,100,4.74,BR,1722293164
451,oliva de la frontera,38.276,-6.9187,22.99,73,0,1.49,ES,1722293165
452,tual,-5.6667,132.75,25.55,85,23,8.85,ID,1722293166
453,changnyeong,35.5415,128.4951,28.67,74,0,0.51,KR,1722293167
454,cannonvale,-20.2833,148.7,16.44,59,27,8.49,AU,1722293168
455,touros,-5.1989,-35.4608,24.42,85,5,5.49,BR,1722293170
456,egilsstadir,65.2653,-14.3948,11.95,71,75,4.63,IS,1722293172
457,krasnokamensk,50.0979,118.0369,19.92,89,99,1.89,RU,1722293173
458,turabah,21.2141,41.6331,27.47,27,87,6.23,SA,1722293175
459,salinas,36.6777,-121.6555,26.34,69,0,6.69,US,1722293143
460,santa ines,-3.6667,-45.38,27.78,41,27,1.57,BR,1722293178
461,labrador city,52.9463,-66.9114,25.95,50,40,4.12,CA,1722293179
462,anajatuba,-3.2644,-44.6197,25.62,79,14,3.81,BR,1722293180
463,horta,38.5333,-28.6333,22.79,82,41,0.45,PT,1722293181
464,smithers,54.7804,-127.1743,20.18,56,75,1.54,CA,1722293182
465,puerto santa,-8.9906,-78.6456,17.25,84,16,4.13,PE,1722293184
466,selfoss,63.9331,-20.9971,10.34,79,84,1.21,IS,1722293185
467,sorong,-0.8833,131.25,25.71,86,96,2.41,ID,1722293186
468,cestos city,5.46,-9.5828,24.69,82,100,5.95,LR,1722293187
469,pasuquin,18.3328,120.6177,24.97,94,75,2.57,PH,1722293189
470,avdiyivka,48.1399,37.7426,19.55,43,91,3.37,UA,1722293190
471,carbonear,47.7332,-53.2148,24.91,65,0,8.12,CA,1722293192
472,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,88,0,1.03,ID,1722293193
473,guerrero negro,27.9769,-114.0611,23.32,65,41,8.85,MX,1722293194
474,ocos,14.5094,-92.1933,30.1,77,100,1.79,GT,1722293195
475,qarazhal,48.0078,70.7903,20.21,33,50,2.63,KZ,1722293196
476,murghob,38.1702,73.9667,14.02,55,20,1.81,TJ,1722293197
477,pudasjarvi,65.3833,26.9167,15.34,81,100,2.68,FI,1722293198
478,suez,29.9737,32.5263,25.86,67,0,3.67,EG,1722293200
479,leer,53.2316,7.461,16.64,91,7,3.14,DE,1722293201
480,laguna,38.421,-121.4238,33.63,35,0,3.6,US,1722293202
481,guaraciaba do norte,-4.1669,-40.7475,22.94,44,83,1.32,BR,1722293203
482,zaozersk,69.4005,32.4476,10.21,94,100,4.02,RU,1722293205
483,axim,4.8699,-2.2405,23.8,88,100,4.6,GH,1722293207
484,barclayville,4.6797,-8.2339,23.44,84,100,3.69,LR,1722293208
485,phatthalung,7.5,100.0833,25.08,85,100,2.15,TH,1722293209
486,port-gentil,-0.7193,8.7815,24.98,78,100,6.17,GA,1722293210
487,thinadhoo,0.5333,72.9333,28.86,73,100,4.31,MV,1722293211
488,severobaykal'sk,55.65,109.3167,14.02,90,76,0.73,RU,1722293212
489,swakopmund,-22.6833,14.5333,11.1,83,1,3.15,NA,1722293214
490,nurabad,34.0734,47.9725,17.51,64,0,3.27,IR,1722293215
491,bandarbeyla,9.4942,50.8122,25.26,81,100,13.19,SO,1722293216
492,kerikeri,-35.2268,173.9474,16.62,90,100,4.47,NZ,1722293217
493,ponta delgada,37.7333,-25.6667,23.4,88,20,1.54,PT,1722293218
494,daru,-9.0763,143.2092,25.45,81,25,7.6,PG,1722293219
495,valparaiso,-33.0393,-71.6273,19.13,57,0,2.57,CL,1722292988
496,borogontsy,62.6683,131.1683,14.61,96,100,1.51,RU,1722293221
497,tolanaro,-25.0319,46.9987,19.04,94,0,2.06,MG,1722293223
498,ust'-kut,56.7938,105.7672,18.37,91,3,1.08,RU,1722293224
499,vahdat,38.5563,69.0135,26.41,47,0,3.0,TJ,1722293225
500,nelson,-41.2833,173.2833,11.83,97,99,1.11,NZ,1722293226
501,dawson creek,55.7666,-120.2362,22.8,33,40,4.12,CA,1722293227
502,laramie,41.3114,-105.5911,31.21,10,0,8.23,US,1722292974
503,thunder bay,48.4001,-89.3168,21.99,88,75,5.14,CA,1722292995
504,sofifi,0.7349,127.576,26.85,77,47,1.13,ID,1722293231
505,noumea,-22.2763,166.4572,23.99,99,100,1.53,NC,1722293232
506,kismayo,-0.3582,42.5454,24.35,80,55,7.47,SO,1722293233
507,canto do buriti,-8.11,-42.9444,25.22,37,4,2.41,BR,1722293234
508,mirnyy,62.5353,113.9611,14.37,67,3,3.57,RU,1722293235
509,puerto maldonado,-12.6,-69.1833,29.22,70,0,2.57,PE,1722293054
510,amal,59.051,12.7049,14.64,76,100,2.45,SE,1722293238
511,sittwe,20.15,92.9,26.69,88,100,2.65,MM,1722293239
512,vila franca do campo,37.7167,-25.4333,23.23,92,18,1.5,PT,1722293240
513,springbok,-29.6643,17.8865,5.45,55,0,1.87,ZA,1722293241
514,srandakan,-7.9386,110.2506,22.8,92,100,1.85,ID,1722293242
515,bodo,67.28,14.405,12.02,90,40,0.51,NO,1722293243
516,jiuquan,39.7432,98.5174,24.41,29,34,2.43,CN,1722293244
517,kristiansund,63.1115,7.732,14.36,89,40,2.06,NO,1722293246
518,gamawa,12.1343,10.5396,26.75,69,96,4.69,NG,1722293247
519,chibougamau,49.9168,-74.3659,29.79,35,0,1.03,CA,1722293248
520,uba,-21.12,-42.9428,22.53,45,11,2.04,BR,1722293249
521,medianeira,-25.2953,-54.0939,15.93,99,100,1.79,BR,1722293250
522,noshiro,40.2039,140.0242,24.25,92,88,2.9,JP,1722293252
523,formosa do rio preto,-11.0483,-45.1931,24.48,42,0,1.36,BR,1722293254
524,esmeraldas,-19.7625,-44.3139,24.48,38,0,1.37,BR,1722293256
525,mayya,61.7333,130.2811,16.62,99,100,0.94,RU,1722293257
526,dalbandin,28.8947,64.4101,31.96,42,85,2.39,PK,1722293050
527,zag,46.9441,99.165,14.62,58,0,1.65,MN,1722293259
528,bouarfa,32.53,-1.95,29.46,17,0,4.9,MA,1722293260
529,devils lake,48.1128,-98.8651,28.3,55,0,4.12,US,1722293046
530,fort saskatchewan,53.7168,-113.2187,26.12,58,100,8.75,CA,1722293264
531,kill devil hills,36.0307,-75.676,28.01,66,0,5.66,US,1722293265
532,villanueva,15.3167,-88.0,31.13,66,20,5.14,HN,1722293266
533,nikolayevsk-on-amure,53.1406,140.73,12.81,83,100,1.26,RU,1722293267
534,la sarre,48.8002,-79.1996,24.16,72,63,1.21,CA,1722293268
535,scarborough,54.2797,-0.4044,18.76,81,89,2.24,GB,1722292923
536,kruisfontein,-34.0033,24.7314,10.68,61,67,6.62,ZA,1722293271
537,nagqu,31.5,92.0,0.11,75,0,0.94,CN,1722293272
538,mahina,-17.5065,-149.489,23.87,94,75,7.72,PF,1722293273
539,ribadesella,43.4614,-5.0596,21.64,90,98,2.6,ES,1722293274
540,chandler,33.3062,-111.8412,42.33,22,75,5.14,US,1722292947
541,el porvenir,13.7617,-87.3458,29.63,61,4,3.06,HN,1722293276
542,jabal os saraj,35.1183,69.2378,23.18,31,9,4.66,AF,1722293022
543,labytnangi,66.6572,66.4183,14.98,95,100,3.58,RU,1722293280
544,sharhorod,48.7383,28.085,16.5,56,0,6.93,UA,1722293281
545,yeppoon,-23.1333,150.7333,11.81,41,0,3.5,AU,1722293282
546,olds,51.7834,-114.102,26.08,40,99,5.59,CA,1722293283
547,alotau,-10.3069,150.4462,24.56,89,92,2.09,PG,1722293286
548,frontera,26.9333,-101.45,34.94,45,3,2.68,MX,1722293287
549,grand haven,43.0631,-86.2284,24.5,95,100,2.06,US,1722292736
550,mossendjo,-2.9506,12.7261,18.1,88,9,1.81,CG,1722293289
551,tazacorte,28.629,-17.9293,22.54,95,0,0.51,ES,1722293290
552,khamis mushait,18.3064,42.7292,19.34,77,40,4.12,SA,1722293293
553,colonia,50.9333,6.95,21.09,70,0,2.06,DE,1722293294
554,zhangye,38.9342,100.4517,22.62,31,42,2.28,CN,1722293295
555,yumbe,3.4651,31.2469,18.81,93,89,0.68,UG,1722293296
556,nangwa,-4.4667,35.45,13.6,67,56,1.68,TZ,1722293297
557,guankou,28.15,113.6333,26.89,93,0,1.21,CN,1722293298
558,nogliki,51.8333,143.1667,12.56,89,100,5.33,RU,1722293300
559,kibaya,-5.3,36.5667,14.07,72,27,1.36,TZ,1722293301
560,yaiza,28.9633,-13.7631,21.87,73,20,3.09,ES,1722293302
561,yatou,37.15,122.3833,27.52,88,48,3.02,CN,1722293303
562,basco,20.4487,121.9702,28.34,81,94,7.56,PH,1722293304
563,santana,-0.0583,-51.1817,28.1,74,20,1.54,BR,1722293305
564,skanor med falsterbo,55.4,12.85,14.01,73,79,3.55,SE,1722293306
565,nalbach,49.3833,6.7833,19.55,60,0,2.37,DE,1722293308
566,moundou,8.5667,16.0833,21.6,98,99,1.92,TD,1722293309
567,nebraska city,40.6767,-95.8592,35.58,56,0,0.0,US,1722293310
568,eduardo castex,-35.915,-64.2945,7.53,39,0,5.57,AR,1722293311
569,lukoyanov,55.0277,44.4786,14.61,96,17,2.29,RU,1722293312
570,tapes,-30.6733,-51.3958,10.24,78,22,4.99,BR,1722293313
